no;kd_fc;kd_mu;kd_ta;id_desa;no_lahan;status_lahan;kd_petani;noGPS;thn_tanam;id_lahan;id_pohon;luas_lahan;luas_tanam;tutup_lahan;jml_usulan;kd_rule;acc;jml_realisasi;id_pohon2;wkt_tanam;acc2;endmon1;endmon2;endmon3;endmon4;endmon5;endmon6;endmon7;accmon1;accmon2;accmon3;accmon4;accmon5;accmon6;accmon7;stok;kd_lahan;telat1;telat2;telat3;telat4;telat5;telat6;telat7;no_dok;elevasi;koordinat;stok_order;stok_sisa;stok_cek;lat;lng;jml_persetujuan;mon_fc;lahan_no_geko;deleted_at
44952;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;65;5000;5000;0% s/d 25%;250;0;1;250;65;07/10/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;250;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 23.5733 E107 10.869;250;0;0;0;0;250;0;\N;\N
44953;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;2;5000;5000;0% s/d 25%;50;0;1;50;2;07/10/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;50;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 23.5733 E107 10.869;50;0;0;0;0;50;0;\N;\N
44954;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;3;5000;5000;0% s/d 25%;50;0;1;50;3;07/10/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;50;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 23.5733 E107 10.869;50;0;0;0;0;50;0;\N;\N
44955;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;4;5000;5000;0% s/d 25%;50;0;1;50;4;07/10/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;50;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 23.5733 E107 10.869;50;0;0;0;0;50;0;\N;\N
44956;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;34;5000;5000;0% s/d 25%;50;0;1;50;34;07/10/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;50;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 23.5733 E107 10.869;50;0;0;0;0;50;0;\N;\N
44957;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;24;5000;5000;0% s/d 25%;50;0;1;50;24;07/10/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;50;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 23.5733 E107 10.869;50;0;0;0;0;50;0;\N;\N
44958;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;112;5250;5250;0% s/d 25%;24;0;1;24;112;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;24;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;24;0;0;0;0;24;0;\N;\N
44959;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;24;5250;5250;0% s/d 25%;30;0;1;30;24;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;30;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;30;0;0;0;0;30;0;\N;\N
44960;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;62;5250;5250;0% s/d 25%;28;0;1;28;62;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;28;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;28;0;0;0;0;28;0;\N;\N
44961;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;39;5250;5250;0% s/d 25%;1;0;1;1;39;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;1;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;1;0;0;0;0;1;0;\N;\N
44962;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;77;5250;5250;0% s/d 25%;43;0;1;43;77;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;43;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;43;0;0;0;0;43;0;\N;\N
44963;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;13;5250;5250;0% s/d 25%;15;0;1;0;13;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;0;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;0;0;0;0;0;0;0;\N;\N
44964;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;113;5250;5250;0% s/d 25%;1;0;1;1;113;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;1;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;1;0;0;0;0;1;0;\N;\N
44965;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;114;5250;5250;0% s/d 25%;43;0;1;43;114;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;43;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;43;0;0;0;0;43;0;\N;\N
44966;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;1;5250;5250;0% s/d 25%;1;0;1;1;1;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;1;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;1;0;0;0;0;1;0;\N;\N
44967;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;76;5250;5250;0% s/d 25%;1;0;1;1;76;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;1;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;1;0;0;0;0;1;0;\N;\N
44968;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;97;5250;5250;0% s/d 25%;1;0;1;1;97;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;1;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;1;0;0;0;0;1;0;\N;\N
44969;1,20E+11;12;1,30E+11;102206;738;Umum;1;0;2023;6;115;5250;5250;0% s/d 25%;41;0;1;41;115;08/09/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;41;11_0000000738;0;0;0;0;0;0;0;033/T4T-C/IX/2023;0;S7 45.66167 E110 29.7183;41;0;0;0;0;41;0;\N;\N
44970;2,90E+11;29;1,20E+11;391905;963;Pribadi;2;0;2023;6;64;10000;10000;0% s/d 25%;600;0;1;600;64;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;600;11_0000000963;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000963;0;S7 2.04333 E107 51.0233;600;0;0;0;0;600;0;\N;\N
44971;2,90E+11;29;1,20E+11;391905;964;Pribadi;3;0;2023;6;64;10000;10000;0% s/d 25%;600;0;1;600;64;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;600;11_0000000964;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000964;0;S7 2.10166 E107 51.2233;600;0;0;0;0;600;0;\N;\N
44972;2,90E+11;29;1,20E+11;391905;965;Pribadi;4;0;2023;6;64;20000;20000;0% s/d 25%;1180;0;1;1180;64;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;1180;11_0000000965;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000965;0;S7 0.78166 E107 51.5983;1180;0;0;0;0;1180;0;\N;\N
44973;2,90E+11;29;1,20E+11;391905;966;Umum;5;0;2023;6;64;10000;10000;0% s/d 25%;585;0;1;585;64;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;585;11_0000000966;0;0;0;0;0;0;0;32.06.090.001.009-0229.0;0;S7 1.57166 E107 50.8266;585;0;0;0;0;585;0;\N;\N
44974;2,90E+11;29;1,20E+11;391905;962;Pribadi;1;0;2023;6;70;10000;10000;0% s/d 25%;600;0;1;600;70;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;600;11_0000000962;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000962;0;S7 2.1 E107 51.1566;600;0;0;0;0;600;0;\N;\N
44975;2,90E+11;29;1,20E+11;391905;965;Pribadi;4;0;2023;6;39;20000;20000;0% s/d 25%;400;0;1;400;39;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;400;11_0000000965;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000965;0;S7 0.78166 E107 51.5983;400;0;0;0;0;400;0;\N;\N
44976;2,90E+11;29;1,20E+11;391905;966;Umum;5;0;2023;6;13;10000;10000;0% s/d 25%;200;0;1;200;13;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;200;11_0000000966;0;0;0;0;0;0;0;32.06.090.001.009-0229.0;0;S7 1.57166 E107 50.8266;200;0;0;0;0;200;0;\N;\N
44977;2,90E+11;29;1,20E+11;391905;965;Pribadi;4;0;2023;6;34;20000;20000;0% s/d 25%;400;0;1;400;34;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;400;11_0000000965;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000965;0;S7 0.78166 E107 51.5983;400;0;0;0;0;400;0;\N;\N
44978;2,90E+11;29;1,20E+11;391905;962;Pribadi;1;0;2023;6;61;10000;10000;0% s/d 25%;392;0;1;392;61;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;392;11_0000000962;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000962;0;S7 2.1 E107 51.1566;392;0;0;0;0;392;0;\N;\N
44979;2,90E+11;29;1,20E+11;391905;963;Pribadi;2;0;2023;6;61;10000;10000;0% s/d 25%;400;0;1;400;61;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;400;11_0000000963;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000963;0;S7 2.04333 E107 51.0233;400;0;0;0;0;400;0;\N;\N
44980;2,90E+11;29;1,20E+11;391905;964;Pribadi;3;0;2023;6;61;10000;10000;0% s/d 25%;396;0;1;396;61;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;396;11_0000000964;0;0;0;0;0;0;0;32.04.25.2007.23.29.0000000964;0;S7 2.10166 E107 51.2233;396;0;0;0;0;396;0;\N;\N
44981;2,90E+11;29;1,20E+11;391905;966;Umum;5;0;2023;6;61;10000;10000;0% s/d 25%;200;0;1;200;61;26/02/2024;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;200;11_0000000966;0;0;0;0;0;0;0;32.06.090.001.009-0229.0;0;S7 1.57166 E107 50.8266;200;0;0;0;0;200;0;\N;\N
44982;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;65;5660;4000;25% s/d 50%;176;0;1;176;65;28/11/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;176;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 22.3333 E107 12.2667;176;0;0;0;0;176;0;\N;\N
44983;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;4;5660;4000;25% s/d 50%;84;0;1;84;4;28/11/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;84;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 22.3333 E107 12.2667;84;0;0;0;0;84;0;\N;\N
44984;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;24;5660;4000;25% s/d 50%;42;0;1;42;24;28/11/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;42;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 22.3333 E107 12.2667;42;0;0;0;0;42;0;\N;\N
44985;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;96;5660;4000;25% s/d 50%;47;0;1;47;96;28/11/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;47;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 22.3333 E107 12.2667;47;0;0;0;0;47;0;\N;\N
44986;3,70E+11;36;1,20E+11;490101;630;Umum;1;0;2023;6;34;5660;4000;25% s/d 50%;81;0;1;81;34;28/11/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;81;11_0000000630;0;0;0;0;0;0;0;1/T4T-B/X/2023;0;S6 22.3333 E107 12.2667;81;0;0;0;0;81;0;\N;\N
44987;1,90E+11;19;1,30E+11;382301;35681;Pribadi;1;0;2023;6;41;2764;2073;0% s/d 25%;150;0;1;150;41;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;150;10_0000035681;0;0;0;0;0;0;0;33.05.221.014.015-0076.0;0;S7 30.587 E109 43.3365;150;0;0;0;0;150;0;\N;\N
44988;1,90E+11;19;1,30E+11;382301;35681;Pribadi;1;0;2023;6;39;2764;2073;0% s/d 25%;20;0;1;20;39;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;20;10_0000035681;0;0;0;0;0;0;0;33.05.221.014.015-0076.0;0;S7 30.587 E109 43.3365;20;0;0;0;0;20;0;\N;\N
44989;1,90E+11;19;1,30E+11;382301;35681;Pribadi;1;0;2023;6;13;2764;2073;0% s/d 25%;20;0;1;20;13;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;20;10_0000035681;0;0;0;0;0;0;0;33.05.221.014.015-0076.0;0;S7 30.587 E109 43.3365;20;0;0;0;0;20;0;\N;\N
44990;1,90E+11;19;1,30E+11;382301;35656;Pribadi;2;0;2023;6;4;1404;1053;0% s/d 25%;53;0;1;53;4;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;53;10_0000035656;0;0;0;0;0;0;0;33.05.221.014.014-0122.0;0;S7 31.723 E109 41.1263;53;0;0;0;0;53;0;\N;\N
44991;1,90E+11;19;1,30E+11;382301;35656;Pribadi;2;0;2023;6;13;1404;1053;0% s/d 25%;10;0;1;10;13;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;10;10_0000035656;0;0;0;0;0;0;0;33.05.221.014.014-0122.0;0;S7 31.723 E109 41.1263;10;0;0;0;0;10;0;\N;\N
44992;1,90E+11;19;1,30E+11;382301;35656;Pribadi;2;0;2023;6;34;1404;1053;0% s/d 25%;8;0;1;8;34;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;8;10_0000035656;0;0;0;0;0;0;0;33.05.221.014.014-0122.0;0;S7 31.723 E109 41.1263;8;0;0;0;0;8;0;\N;\N
44993;1,90E+11;19;1,30E+11;382301;35655;Pribadi;2;0;2023;6;4;3470;1735;0% s/d 25%;40;0;1;40;4;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;40;10_0000035655;0;0;0;0;0;0;0;33.05.221.014.014-0100.0;0;S7 31.725 E109 40.8448;40;0;0;0;0;40;0;\N;\N
44994;1,90E+11;19;1,30E+11;382301;35655;Pribadi;2;0;2023;6;13;3470;1735;0% s/d 25%;9;0;1;9;13;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;9;10_0000035655;0;0;0;0;0;0;0;33.05.221.014.014-0100.0;0;S7 31.725 E109 40.8448;9;0;0;0;0;9;0;\N;\N
44995;1,90E+11;19;1,30E+11;382301;35655;Pribadi;2;0;2023;6;34;3470;1735;0% s/d 25%;11;0;1;11;34;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;11;10_0000035655;0;0;0;0;0;0;0;33.05.221.014.014-0100.0;0;S7 31.725 E109 40.8448;11;0;0;0;0;11;0;\N;\N
44996;1,90E+11;19;1,30E+11;382301;35657;Pribadi;3;0;2023;6;4;3111;2333;0% s/d 25%;90;0;1;90;4;12/06/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;90;10_0000035657;0;0;0;0;0;0;0;33.05.210.019.024-0184.0;0;S7 43.846 E109 24.2346;90;0;0;0;0;90;0;\N;\N
44997;1,90E+11;19;1,30E+11;382301;35657;Pribadi;3;0;2023;6;41;3111;2333;0% s/d 25%;165;0;1;165;41;12/06/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;165;10_0000035657;0;0;0;0;0;0;0;33.05.210.019.024-0184.0;0;S7 43.846 E109 24.2346;165;0;0;0;0;165;0;\N;\N
44998;1,90E+11;19;1,30E+11;382301;35657;Pribadi;3;0;2023;6;13;3111;2333;0% s/d 25%;32;0;1;32;13;12/06/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;32;10_0000035657;0;0;0;0;0;0;0;33.05.210.019.024-0184.0;0;S7 43.846 E109 24.2346;32;0;0;0;0;32;0;\N;\N
44999;1,90E+11;19;1,30E+11;382301;35643;Pribadi;4;0;2023;6;41;1000;750;0% s/d 25%;115;0;1;115;41;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;115;10_0000035643;0;0;0;0;0;0;0;33.05.221.014.013-0082.0;0;S7 42.089 E109 25.6541;115;0;0;0;0;115;0;\N;\N
45000;1,90E+11;19;1,30E+11;382301;35719;Pribadi;4;0;2023;6;67;1378;1034;0% s/d 25%;51;0;1;51;67;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;51;10_0000035719;0;0;0;0;0;0;0;33.05.221.014.012-0006.0;0;S7 43.828 E109 25.7395;51;0;0;0;0;51;0;\N;\N
45001;1,90E+11;19;1,30E+11;382301;35719;Pribadi;4;0;2023;6;13;1378;1034;0% s/d 25%;32;0;1;32;13;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;32;10_0000035719;0;0;0;0;0;0;0;33.05.221.014.012-0006.0;0;S7 43.828 E109 25.7395;32;0;0;0;0;32;0;\N;\N
45002;1,90E+11;19;1,30E+11;382301;35664;Pribadi;5;0;2023;6;67;545;273;0% s/d 25%;25;0;1;25;67;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;25;10_0000035664;0;0;0;0;0;0;0;33.05.221.014.001-0066.0;0;S7 34.974 E109 28.3531;25;0;0;0;0;25;0;\N;\N
45003;1,90E+11;19;1,30E+11;382301;35664;Pribadi;5;0;2023;6;39;545;273;0% s/d 25%;8;0;1;8;39;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;8;10_0000035664;0;0;0;0;0;0;0;33.05.221.014.001-0066.0;0;S7 34.974 E109 28.3531;8;0;0;0;0;8;0;\N;\N
45004;1,90E+11;19;1,30E+11;382301;35664;Pribadi;5;0;2023;6;13;545;273;0% s/d 25%;7;0;1;7;13;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;7;10_0000035664;0;0;0;0;0;0;0;33.05.221.014.001-0066.0;0;S7 34.974 E109 28.3531;7;0;0;0;0;7;0;\N;\N
45005;1,90E+11;19;1,30E+11;382301;35622;Pribadi;5;0;2023;6;67;1402;1052;0% s/d 25%;40;0;1;40;67;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;40;10_0000035622;0;0;0;0;0;0;0;33.05.221.014.002-0055.0;0;S7 34.972 E109 28.3248;40;0;0;0;0;40;0;\N;\N
45006;1,90E+11;19;1,30E+11;382301;35622;Pribadi;5;0;2023;6;39;1402;1052;0% s/d 25%;11;0;1;11;39;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;11;10_0000035622;0;0;0;0;0;0;0;33.05.221.014.002-0055.0;0;S7 34.972 E109 28.3248;11;0;0;0;0;11;0;\N;\N
45007;1,90E+11;19;1,30E+11;382301;35622;Pribadi;5;0;2023;6;13;1402;1052;0% s/d 25%;10;0;1;10;13;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;10;10_0000035622;0;0;0;0;0;0;0;33.05.221.014.002-0055.0;0;S7 34.972 E109 28.3248;10;0;0;0;0;10;0;\N;\N
45008;1,90E+11;19;1,30E+11;382301;35635;Pribadi;6;0;2023;6;4;691;518;0% s/d 25%;31;0;1;31;4;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;31;10_0000035635;0;0;0;0;0;0;0;33.05.221.014.002-0049.0;0;S7 41.201 E109 24.6385;31;0;0;0;0;31;0;\N;\N
45009;1,90E+11;19;1,30E+11;382301;35635;Pribadi;6;0;2023;6;39;691;518;0% s/d 25%;10;0;1;10;39;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;10;10_0000035635;0;0;0;0;0;0;0;33.05.221.014.002-0049.0;0;S7 41.201 E109 24.6385;10;0;0;0;0;10;0;\N;\N
45010;1,90E+11;19;1,30E+11;382301;35635;Pribadi;6;0;2023;6;13;691;518;0% s/d 25%;9;0;1;9;13;12/07/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;9;10_0000035635;0;0;0;0;0;0;0;33.05.221.014.002-0049.0;0;S7 41.201 E109 24.6385;9;0;0;0;0;9;0;\N;\N
45011;1,90E+11;19;1,30E+11;382301;35679;Pribadi;7;0;2023;6;41;3222;2417;0% s/d 25%;215;0;1;215;41;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;215;10_0000035679;0;0;0;0;0;0;0;33.05.221.014.014-0089.0;0;S7 32.378 E109 27.3688;215;0;0;0;0;215;0;\N;\N
45012;1,90E+11;19;1,30E+11;382301;35679;Pribadi;7;0;2023;6;39;3222;2417;0% s/d 25%;33;0;1;33;39;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;33;10_0000035679;0;0;0;0;0;0;0;33.05.221.014.014-0089.0;0;S7 32.378 E109 27.3688;33;0;0;0;0;33;0;\N;\N
45013;1,90E+11;19;1,30E+11;382301;35679;Pribadi;7;0;2023;6;13;3222;2417;0% s/d 25%;40;0;1;40;13;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;40;10_0000035679;0;0;0;0;0;0;0;33.05.221.014.014-0089.0;0;S7 32.378 E109 27.3688;40;0;0;0;0;40;0;\N;\N
45014;1,90E+11;19;1,30E+11;382301;35680;Pribadi;7;0;2023;6;41;1827;914;0% s/d 25%;94;0;1;94;41;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;94;10_0000035680;0;0;0;0;0;0;0;33.05.221.014.014-0129.0;0;S7 32.210 E109 27.6876;94;0;0;0;0;94;0;\N;\N
45015;1,90E+11;19;1,30E+11;382301;35680;Pribadi;7;0;2023;6;39;1827;914;0% s/d 25%;23;0;1;23;39;12/08/2023;1;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;0;0;0;0;0;23;10_0000035680;0;0;0;0;0;0;0;33.05.221.014.014-0129.0;0;S7 32.210 E109 27.6876;23;0;0;0;0;23;0;\N;\N
