no;kd_fc;kd_mu;kd_ta;id_desa;no_lahan;status_lahan;kd_petani;noGPS;thn_tanam;id_lahan;id_pohon;luas_lahan;luas_tanam;tutup_lahan;jml_usulan;kd_rule;acc;jml_realisasi;id_pohon2;wkt_tanam;acc2;endmon1;endmon2;endmon3;endmon4;endmon5;endmon6;endmon7;accmon1;accmon2;accmon3;accmon4;accmon5;accmon6;accmon7;stok;kd_lahan;telat1;telat2;telat3;telat4;telat5;telat6;telat7;no_dok;elevasi;koordinat;stok_order;stok_sisa;stok_cek;lat;lng;jml_persetujuan;mon_fc;lahan_no_geko;deleted_at
46053;1,50E+11;15;1,30E+11;360510;37509;Pribadi;189;0;2023;6;4;2181;2181;0% s/d 25%;46;0;1;46;4;04/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;46;10_0000037509;0;0;0;0;0;0;0;33.18.180.002.006-0079.0;0;S6 32.472  E110 56.1871;46;0;0;-65.412;11.093.645.166.667;46;1;\N;\N
46054;1,50E+11;15;1,30E+11;360510;37509;Pribadi;189;0;2023;6;39;2181;2181;0% s/d 25%;16;0;1;16;39;04/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;16;10_0000037509;0;0;0;0;0;0;0;33.18.180.002.006-0079.0;0;S6 32.472  E110 56.1871;16;0;0;-65.412;11.093.645.166.667;16;1;\N;\N
46055;1,50E+11;15;1,30E+11;360510;37509;Pribadi;189;0;2023;6;61;2181;2181;0% s/d 25%;60;0;1;60;61;04/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000037509;0;0;0;0;0;0;0;33.18.180.002.006-0079.0;0;S6 32.472  E110 56.1871;60;0;0;-65.412;11.093.645.166.667;60;1;\N;\N
46056;1,50E+11;15;1,30E+11;360510;37501;Pribadi;190;0;2023;6;4;2930;2930;0% s/d 25%;120;0;1;120;4;12/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;120;10_0000037501;0;0;0;0;0;0;0;33.18.180.004.015-0007.0;0;S6 32.567  E110 57.0131;120;0;0;-65.427.833.333.333;11.095.021.833.333;120;1;\N;\N
46057;1,50E+11;15;1,30E+11;360510;37501;Pribadi;190;0;2023;6;13;2930;2930;0% s/d 25%;42;0;1;42;13;12/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;42;10_0000037501;0;0;0;0;0;0;0;33.18.180.004.015-0007.0;0;S6 32.567  E110 57.0131;42;0;0;-65.427.833.333.333;11.095.021.833.333;42;1;\N;\N
46058;1,50E+11;15;1,30E+11;360510;37501;Pribadi;190;0;2023;6;51;2930;2930;0% s/d 25%;5;0;1;5;51;12/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;5;10_0000037501;0;0;0;0;0;0;0;33.18.180.004.015-0007.0;0;S6 32.567  E110 57.0131;5;0;0;-65.427.833.333.333;11.095.021.833.333;5;1;\N;\N
46059;1,50E+11;15;1,30E+11;360510;37540;Pribadi;191;0;2023;6;4;5500;5500;0% s/d 25%;140;0;1;140;4;10/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;140;10_0000037540;0;0;0;0;0;0;0;33.18.180.004.015-0001.0;0;S6 32.464  E110 57.0078;140;0;0;-65.410.666.666.667;11.095.013;140;1;\N;\N
46060;1,50E+11;15;1,30E+11;360510;37540;Pribadi;191;0;2023;6;13;5500;5500;0% s/d 25%;16;0;1;16;13;10/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;16;10_0000037540;0;0;0;0;0;0;0;33.18.180.004.015-0001.0;0;S6 32.464  E110 57.0078;16;0;0;-65.410.666.666.667;11.095.013;16;1;\N;\N
46061;1,50E+11;15;1,30E+11;360510;37540;Pribadi;191;0;2023;6;61;5500;5500;0% s/d 25%;90;0;1;90;61;10/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;90;10_0000037540;0;0;0;0;0;0;0;33.18.180.004.015-0001.0;0;S6 32.464  E110 57.0078;90;0;0;-65.410.666.666.667;11.095.013;90;1;\N;\N
46062;1,50E+11;15;1,30E+11;360511;36628;Pribadi;174;0;2023;5;4;2479;1859;0% s/d 25%;90;0;1;90;4;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;90;10_0000036628;0;0;0;0;0;0;0;33.18.180.003.019-0023.0;0;S6 34.172  E110 55.8713;90;0;0;-65.695.333.333.333;11.093.118.833.333;90;1;\N;\N
46063;1,50E+11;15;1,30E+11;360511;36628;Pribadi;174;0;2023;5;13;2479;1859;0% s/d 25%;7;0;1;7;13;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;7;10_0000036628;0;0;0;0;0;0;0;33.18.180.003.019-0023.0;0;S6 34.172  E110 55.8713;7;0;0;-65.695.333.333.333;11.093.118.833.333;7;1;\N;\N
46064;1,50E+11;15;1,30E+11;360511;36628;Pribadi;174;0;2023;5;61;2479;1859;0% s/d 25%;60;0;1;60;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000036628;0;0;0;0;0;0;0;33.18.180.003.019-0023.0;0;S6 34.172  E110 55.8713;60;0;0;-65.695.333.333.333;11.093.118.833.333;60;1;\N;\N
46065;1,50E+11;15;1,30E+11;360511;36633;Pribadi;175;0;2023;5;57;4000;3000;0% s/d 25%;160;0;1;160;57;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;160;10_0000036633;0;0;0;0;0;0;0;33.18.180.003.011-0071.0;0;S6 33.420  E110 56.1838;160;0;0;-6.557;11.093.639.666.667;160;1;\N;\N
46066;1,50E+11;15;1,30E+11;360511;36633;Pribadi;175;0;2023;5;61;4000;3000;0% s/d 25%;100;0;1;100;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;100;10_0000036633;0;0;0;0;0;0;0;33.18.180.003.011-0071.0;0;S6 33.420  E110 56.1838;100;0;0;-6.557;11.093.639.666.667;100;1;\N;\N
46067;1,50E+11;15;1,30E+11;360511;36633;Pribadi;175;0;2023;5;51;4000;3000;0% s/d 25%;14;0;1;14;51;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;14;10_0000036633;0;0;0;0;0;0;0;33.18.180.003.011-0071.0;0;S6 33.420  E110 56.1838;14;0;0;-6.557;11.093.639.666.667;14;1;\N;\N
46068;1,50E+11;15;1,30E+11;360511;36641;Pribadi;175;0;2023;5;57;1544;1158;0% s/d 25%;35;0;1;35;57;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000036641;0;0;0;0;0;0;0;33.18.180.003.009-0007.0;0;S6 33.809  E110 56.2453;35;0;0;-65.634.833.333.333;11.093.742.166.667;35;1;\N;\N
46069;1,50E+11;15;1,30E+11;360511;36641;Pribadi;175;0;2023;5;13;1544;1158;0% s/d 25%;6;0;1;6;13;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;6;10_0000036641;0;0;0;0;0;0;0;33.18.180.003.009-0007.0;0;S6 33.809  E110 56.2453;6;0;0;-65.634.833.333.333;11.093.742.166.667;6;1;\N;\N
46070;1,50E+11;15;1,30E+11;360511;36641;Pribadi;175;0;2023;5;61;1544;1158;0% s/d 25%;20;0;1;20;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000036641;0;0;0;0;0;0;0;33.18.180.003.009-0007.0;0;S6 33.809  E110 56.2453;20;0;0;-65.634.833.333.333;11.093.742.166.667;20;1;\N;\N
46071;1,50E+11;15;1,30E+11;360511;36654;Pribadi;176;0;2023;5;4;1437;1078;0% s/d 25%;53;0;1;53;4;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;53;10_0000036654;0;0;0;0;0;0;0;33.18.180.003.007-0067.0;0;S6 33.456  E110 56.5368;53;0;0;-65.576;11.094.228;53;1;\N;\N
46072;1,50E+11;15;1,30E+11;360511;36654;Pribadi;176;0;2023;5;61;1437;1078;0% s/d 25%;35;0;1;35;61;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000036654;0;0;0;0;0;0;0;33.18.180.003.007-0067.0;0;S6 33.456  E110 56.5368;35;0;0;-65.576;11.094.228;35;1;\N;\N
46073;1,50E+11;15;1,30E+11;360511;36654;Pribadi;176;0;2023;5;51;1437;1078;0% s/d 25%;2;0;1;2;51;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;2;10_0000036654;0;0;0;0;0;0;0;33.18.180.003.007-0067.0;0;S6 33.456  E110 56.5368;2;0;0;-65.576;11.094.228;2;1;\N;\N
46074;1,50E+11;15;1,30E+11;360511;36688;Pribadi;176;0;2023;5;4;1046;785;0% s/d 25%;35;0;1;35;4;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000036688;0;0;0;0;0;0;0;33.18.180.003.005-0010.0;0;S6 33.165  E110 56.7528;35;0;0;-655.275;11.094.588;35;1;\N;\N
46075;1,50E+11;15;1,30E+11;360511;36688;Pribadi;176;0;2023;5;61;1046;785;0% s/d 25%;20;0;1;20;61;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000036688;0;0;0;0;0;0;0;33.18.180.003.005-0010.0;0;S6 33.165  E110 56.7528;20;0;0;-655.275;11.094.588;20;1;\N;\N
46076;1,50E+11;15;1,30E+11;360511;36688;Pribadi;176;0;2023;5;51;1046;785;0% s/d 25%;4;0;1;4;51;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;4;10_0000036688;0;0;0;0;0;0;0;33.18.180.003.005-0010.0;0;S6 33.165  E110 56.7528;4;0;0;-655.275;11.094.588;4;1;\N;\N
46077;1,50E+11;15;1,30E+11;360511;36650;Pribadi;95;0;2023;5;4;2384;1788;0% s/d 25%;90;0;1;90;4;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;90;10_0000036650;0;0;0;0;0;0;0;33.18.180.003.009-0155.0;0;S6 33.681  E110 56.3658;90;0;0;-656.135;11.093.943;90;1;\N;\N
46078;1,50E+11;15;1,30E+11;360511;36650;Pribadi;95;0;2023;5;13;2384;1788;0% s/d 25%;8;0;1;8;13;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;8;10_0000036650;0;0;0;0;0;0;0;33.18.180.003.009-0155.0;0;S6 33.681  E110 56.3658;8;0;0;-656.135;11.093.943;8;1;\N;\N
46079;1,50E+11;15;1,30E+11;360511;36650;Pribadi;95;0;2023;5;61;2384;1788;0% s/d 25%;50;0;1;50;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;50;10_0000036650;0;0;0;0;0;0;0;33.18.180.003.009-0155.0;0;S6 33.681  E110 56.3658;50;0;0;-656.135;11.093.943;50;1;\N;\N
46080;1,50E+11;15;1,30E+11;360511;36625;Pribadi;177;0;2023;5;57;2867;2150;0% s/d 25%;35;0;1;35;57;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000036625;0;0;0;0;0;0;0;33.18.180.003.009-0065.0;0;S6 33.691  E110 56.4715;35;0;0;-65.615.166.666.667;11.094.119.166.667;35;1;\N;\N
46081;1,50E+11;15;1,30E+11;360511;36625;Pribadi;177;0;2023;5;67;2867;2150;0% s/d 25%;67;0;1;67;67;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;67;10_0000036625;0;0;0;0;0;0;0;33.18.180.003.009-0065.0;0;S6 33.691  E110 56.4715;67;0;0;-65.615.166.666.667;11.094.119.166.667;67;1;\N;\N
46082;1,50E+11;15;1,30E+11;360511;36625;Pribadi;177;0;2023;5;61;2867;2150;0% s/d 25%;80;0;1;80;61;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;80;10_0000036625;0;0;0;0;0;0;0;33.18.180.003.009-0065.0;0;S6 33.691  E110 56.4715;80;0;0;-65.615.166.666.667;11.094.119.166.667;80;1;\N;\N
46083;1,50E+11;15;1,30E+11;360511;36692;Pribadi;177;0;2023;5;4;2867;2150;0% s/d 25%;100;0;1;100;4;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;100;10_0000036692;0;0;0;0;0;0;0;33.18.180.003.009-0158.0;0;S6 33.693  E110 56.4985;100;0;0;-656.155;11.094.164.166.667;100;1;\N;\N
46084;1,50E+11;15;1,30E+11;360511;36692;Pribadi;177;0;2023;5;13;2867;2150;0% s/d 25%;12;0;1;12;13;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;12;10_0000036692;0;0;0;0;0;0;0;33.18.180.003.009-0158.0;0;S6 33.693  E110 56.4985;12;0;0;-656.155;11.094.164.166.667;12;1;\N;\N
46085;1,50E+11;15;1,30E+11;360511;36692;Pribadi;177;0;2023;5;61;2867;2150;0% s/d 25%;65;0;1;65;61;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;65;10_0000036692;0;0;0;0;0;0;0;33.18.180.003.009-0158.0;0;S6 33.693  E110 56.4985;65;0;0;-656.155;11.094.164.166.667;65;1;\N;\N
46086;1,50E+11;15;1,30E+11;360511;36637;Pribadi;178;0;2023;5;4;2124;1593;0% s/d 25%;80;0;1;80;4;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;80;10_0000036637;0;0;0;0;0;0;0;33.18.180.003.013-0044.0;0;S6 33.858  E110 56.1335;80;0;0;-65.643;11.093.555.833.333;80;1;\N;\N
46087;1,50E+11;15;1,30E+11;360511;36637;Pribadi;178;0;2023;5;61;2124;1593;0% s/d 25%;50;0;1;50;61;24/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;50;10_0000036637;0;0;0;0;0;0;0;33.18.180.003.013-0044.0;0;S6 33.858  E110 56.1335;50;0;0;-65.643;11.093.555.833.333;50;1;\N;\N
46088;1,50E+11;15;1,30E+11;360511;36644;Pribadi;179;0;2023;5;4;2796;2097;0% s/d 25%;103;0;1;103;4;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;103;10_0000036644;0;0;0;0;0;0;0;33.18.180.003.019-0041.0;0;S6 34.255  E110 55.784;103;0;0;-65.709.166.666.667;11.092.973.333.333;103;1;\N;\N
46089;1,50E+11;15;1,30E+11;360511;36644;Pribadi;179;0;2023;5;13;2796;2097;0% s/d 25%;3;0;1;3;13;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;3;10_0000036644;0;0;0;0;0;0;0;33.18.180.003.019-0041.0;0;S6 34.255  E110 55.784;3;0;0;-65.709.166.666.667;11.092.973.333.333;3;1;\N;\N
46090;1,50E+11;15;1,30E+11;360511;36644;Pribadi;179;0;2023;5;61;2796;2097;0% s/d 25%;55;0;1;55;61;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;55;10_0000036644;0;0;0;0;0;0;0;33.18.180.003.019-0041.0;0;S6 34.255  E110 55.784;55;0;0;-65.709.166.666.667;11.092.973.333.333;55;1;\N;\N
46091;1,50E+11;15;1,30E+11;360511;36626;Pribadi;107;0;2023;5;57;2511;1883;0% s/d 25%;95;0;1;95;57;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;95;10_0000036626;0;0;0;0;0;0;0;33.18.180.003.008-0109.0;0;S6 33.607  E110 56.5605;95;0;0;-65.601.166.666.667;110.942.675;95;1;\N;\N
46092;1,50E+11;15;1,30E+11;360511;36626;Pribadi;107;0;2023;5;13;2511;1883;0% s/d 25%;6;0;1;6;13;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;6;10_0000036626;0;0;0;0;0;0;0;33.18.180.003.008-0109.0;0;S6 33.607  E110 56.5605;6;0;0;-65.601.166.666.667;110.942.675;6;1;\N;\N
46093;1,50E+11;15;1,30E+11;360511;36626;Pribadi;107;0;2023;5;61;2511;1883;0% s/d 25%;59;0;1;59;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;59;10_0000036626;0;0;0;0;0;0;0;33.18.180.003.008-0109.0;0;S6 33.607  E110 56.5605;59;0;0;-65.601.166.666.667;110.942.675;59;1;\N;\N
46094;1,50E+11;15;1,30E+11;360511;36647;Pribadi;180;0;2023;6;4;1160;870;0% s/d 25%;94;0;1;94;4;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;94;10_0000036647;0;0;0;0;0;0;0;33.18.180.003.019-0046.0;0;S6 33.7  E110 56.6096;94;0;0;-65.616.666.666.667;11.094.349.333.333;94;1;\N;\N
46095;1,50E+11;15;1,30E+11;360511;36647;Pribadi;180;0;2023;6;61;1160;870;0% s/d 25%;70;0;1;70;61;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;70;10_0000036647;0;0;0;0;0;0;0;33.18.180.003.019-0046.0;0;S6 33.7  E110 56.6096;70;0;0;-65.616.666.666.667;11.094.349.333.333;70;1;\N;\N
46096;1,50E+11;15;1,30E+11;360511;36647;Pribadi;180;0;2023;6;51;1160;870;0% s/d 25%;5;0;1;5;51;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;5;10_0000036647;0;0;0;0;0;0;0;33.18.180.003.019-0046.0;0;S6 33.7  E110 56.6096;5;0;0;-65.616.666.666.667;11.094.349.333.333;5;1;\N;\N
46097;1,50E+11;15;1,30E+11;360511;36689;Pribadi;181;0;2023;5;57;1524;1143;0% s/d 25%;49;0;1;49;57;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;49;10_0000036689;0;0;0;0;0;0;0;33.18.180.003.019-0008.0;0;S6 34.019  E110 55.9911;49;0;0;-65.669.833.333.333;110.933.185;49;1;\N;\N
46098;1,50E+11;15;1,30E+11;360511;36689;Pribadi;181;0;2023;5;61;1524;1143;0% s/d 25%;30;0;1;30;61;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000036689;0;0;0;0;0;0;0;33.18.180.003.019-0008.0;0;S6 34.019  E110 55.9911;30;0;0;-65.669.833.333.333;110.933.185;30;1;\N;\N
46099;1,50E+11;15;1,30E+11;360511;36689;Pribadi;181;0;2023;5;51;1524;1143;0% s/d 25%;4;0;1;4;51;28/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;4;10_0000036689;0;0;0;0;0;0;0;33.18.180.003.019-0008.0;0;S6 34.019  E110 55.9911;4;0;0;-65.669.833.333.333;110.933.185;4;1;\N;\N
46100;1,50E+11;15;1,30E+11;360511;36630;Pribadi;182;0;2023;5;4;1520;1140;0% s/d 25%;60;0;1;60;4;26/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000036630;0;0;0;0;0;0;0;33.18.180.003.011-0008.0;0;S6 33.370  E110 56.35;60;0;0;-65.561.666.666.667;11.093.916.666.667;60;1;\N;\N
46101;1,50E+11;15;1,30E+11;360511;36630;Pribadi;182;0;2023;5;67;1520;1140;0% s/d 25%;30;0;1;30;67;26/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000036630;0;0;0;0;0;0;0;33.18.180.003.011-0008.0;0;S6 33.370  E110 56.35;30;0;0;-65.561.666.666.667;11.093.916.666.667;30;1;\N;\N
46102;1,50E+11;15;1,30E+11;360511;36630;Pribadi;182;0;2023;5;51;1520;1140;0% s/d 25%;11;0;1;11;51;26/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;11;10_0000036630;0;0;0;0;0;0;0;33.18.180.003.011-0008.0;0;S6 33.370  E110 56.35;11;0;0;-65.561.666.666.667;11.093.916.666.667;11;1;\N;\N
46103;1,50E+11;15;1,30E+11;360511;36631;Pribadi;182;0;2023;5;4;2800;2100;0% s/d 25%;110;0;1;110;4;29/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;110;10_0000036631;0;0;0;0;0;0;0;33.18.180.003.011-0193.0;0;S6 33.487  E110 56.2218;110;0;0;-65.581.166.666.667;11.093.703;110;1;\N;\N
46104;1,50E+11;15;1,30E+11;360511;36631;Pribadi;182;0;2023;5;67;2800;2100;0% s/d 25%;63;0;1;63;67;29/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;63;10_0000036631;0;0;0;0;0;0;0;33.18.180.003.011-0193.0;0;S6 33.487  E110 56.2218;63;0;0;-65.581.166.666.667;11.093.703;63;1;\N;\N
46105;1,50E+11;15;1,30E+11;360511;36631;Pribadi;182;0;2023;5;51;2800;2100;0% s/d 25%;5;0;1;5;51;29/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;5;10_0000036631;0;0;0;0;0;0;0;33.18.180.003.011-0193.0;0;S6 33.487  E110 56.2218;5;0;0;-65.581.166.666.667;11.093.703;5;1;\N;\N
46106;1,50E+11;15;1,30E+11;360511;36624;Pribadi;183;0;2023;5;4;6605;4954;0% s/d 25%;390;0;1;390;4;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;390;10_0000036624;0;0;0;0;0;0;0;33.18.180.003.009-0006.0;0;S6 33.596  E110 56.0631;390;0;0;-65.599.333.333.333;110.934.385;390;1;\N;\N
46107;1,50E+11;15;1,30E+11;360511;36624;Pribadi;183;0;2023;5;13;6605;4954;0% s/d 25%;40;0;1;40;13;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000036624;0;0;0;0;0;0;0;33.18.180.003.009-0006.0;0;S6 33.596  E110 56.0631;40;0;0;-65.599.333.333.333;110.934.385;40;1;\N;\N
46108;1,50E+11;15;1,30E+11;360511;36624;Pribadi;183;0;2023;5;51;6605;4954;0% s/d 25%;20;0;1;20;51;30/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000036624;0;0;0;0;0;0;0;33.18.180.003.009-0006.0;0;S6 33.596  E110 56.0631;20;0;0;-65.599.333.333.333;110.934.385;20;1;\N;\N
46109;1,50E+11;15;1,30E+11;360511;36640;Pribadi;184;0;2023;5;4;1544;1158;0% s/d 25%;75;0;1;75;4;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;75;10_0000036640;0;0;0;0;0;0;0;33.18.180.003.009-0162.0;0;S6 33.791  E110 56.2568;75;0;0;-65.631.833.333.333;11.093.761.333.333;75;1;\N;\N
46110;1,50E+11;15;1,30E+11;360511;36640;Pribadi;184;0;2023;5;13;1544;1158;0% s/d 25%;10;0;1;10;13;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000036640;0;0;0;0;0;0;0;33.18.180.003.009-0162.0;0;S6 33.791  E110 56.2568;10;0;0;-65.631.833.333.333;11.093.761.333.333;10;1;\N;\N
46111;1,50E+11;15;1,30E+11;360511;36640;Pribadi;184;0;2023;5;61;1544;1158;0% s/d 25%;25;0;1;25;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;25;10_0000036640;0;0;0;0;0;0;0;33.18.180.003.009-0162.0;0;S6 33.791  E110 56.2568;25;0;0;-65.631.833.333.333;11.093.761.333.333;25;1;\N;\N
46112;1,50E+11;15;1,30E+11;360511;36639;Pribadi;184;0;2023;5;4;3119;2339;0% s/d 25%;80;0;1;80;4;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;80;10_0000036639;0;0;0;0;0;0;0;33.18.180.003.011-0070.0;0;S6 33.935  E110 55.9913;80;0;0;-65.655.833.333.333;11.093.318.833.333;80;1;\N;\N
46113;1,50E+11;15;1,30E+11;360511;36639;Pribadi;184;0;2023;5;61;3119;2339;0% s/d 25%;25;0;1;25;61;20/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;25;10_0000036639;0;0;0;0;0;0;0;33.18.180.003.011-0070.0;0;S6 33.935  E110 55.9913;25;0;0;-65.655.833.333.333;11.093.318.833.333;25;1;\N;\N
46114;1,50E+11;15;1,30E+11;360511;36648;Pribadi;185;0;2023;5;4;2867;2150;0% s/d 25%;82;0;1;82;4;03/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;82;10_0000036648;0;0;0;0;0;0;0;33.18.180.003.009-0157.0;0;S6 33.666  E110 56.484;82;0;0;-65.611;1.109.414;82;1;\N;\N
46115;1,50E+11;15;1,30E+11;360511;36648;Pribadi;185;0;2023;5;57;2867;2150;0% s/d 25%;23;0;1;23;57;03/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;23;10_0000036648;0;0;0;0;0;0;0;33.18.180.003.009-0157.0;0;S6 33.666  E110 56.484;23;0;0;-65.611;1.109.414;23;1;\N;\N
46116;1,50E+11;15;1,30E+11;360511;36648;Pribadi;185;0;2023;5;61;2867;2150;0% s/d 25%;80;0;1;80;61;03/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;80;10_0000036648;0;0;0;0;0;0;0;33.18.180.003.009-0157.0;0;S6 33.666  E110 56.484;80;0;0;-65.611;1.109.414;80;1;\N;\N
46117;1,50E+11;15;1,30E+11;360511;36652;Pribadi;185;0;2023;5;4;2688;2016;0% s/d 25%;90;0;1;90;4;25/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;90;10_0000036652;0;0;0;0;0;0;0;33.18.180.003.004-0093.0;0;S6 33.236  E110 57.1015;90;0;0;-65.539.333.333.333;11.095.169.166.667;90;1;\N;\N
46118;1,50E+11;15;1,30E+11;360511;36652;Pribadi;185;0;2023;5;57;2688;2016;0% s/d 25%;16;0;1;16;57;25/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;16;10_0000036652;0;0;0;0;0;0;0;33.18.180.003.004-0093.0;0;S6 33.236  E110 57.1015;16;0;0;-65.539.333.333.333;11.095.169.166.667;16;1;\N;\N
46119;1,50E+11;15;1,30E+11;360511;36652;Pribadi;185;0;2023;5;61;2688;2016;0% s/d 25%;66;0;1;66;61;25/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;66;10_0000036652;0;0;0;0;0;0;0;33.18.180.003.004-0093.0;0;S6 33.236  E110 57.1015;66;0;0;-65.539.333.333.333;11.095.169.166.667;66;1;\N;\N
46120;1,50E+11;15;1,30E+11;360511;36634;Pribadi;186;0;2023;5;57;2201;1651;0% s/d 25%;80;0;1;80;57;04/01/2024;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;80;10_0000036634;0;0;0;0;0;0;0;33.18.180.003.011-0077.0;0;S6 33.444  E110 56.0953;80;0;0;-65.574;11.093.492.166.667;80;1;\N;\N
